time,vertex,state,state_id,buffer_occupation,production_step
43,0,working,2,0.0,0
43,7,working,2,0.0,0
43,10,blocked,1,0.0,0
43,11,blocked,1,0.0,0
43,1,working,2,0.0,1
43,4,working,2,0.0,1
43,5,blocked,1,0.0,1
43,12,blocked,1,0.0,1
43,2,working,2,0.0,2
43,8,working,2,0.0,2
43,9,blocked,1,0.0,2
43,13,blocked,1,0.0,2
43,14,blocked,1,0.0,2
43,3,working,2,0.0,3
43,6,working,2,0.0,3
44,0,working,2,0.0,0
44,7,working,2,0.0,0
44,10,blocked,1,0.0,0
44,11,blocked,1,0.0,0
44,1,working,2,0.0,1
44,4,working,2,0.0,1
44,5,blocked,1,0.0,1
44,12,blocked,1,0.0,1
44,2,working,2,0.0,2
44,8,working,2,0.0,2
44,9,blocked,1,0.0,2
44,13,blocked,1,0.0,2
44,14,blocked,1,0.0,2
44,3,working,2,0.0,3
44,6,working,2,0.0,3
45,0,working,2,0.0,0
45,7,working,2,0.0,0
45,10,blocked,1,0.0,0
45,11,blocked,1,0.0,0
45,1,working,2,0.0,1
45,4,working,2,0.0,1
45,5,blocked,1,0.0,1
45,12,blocked,1,0.0,1
45,2,working,2,0.0,2
45,8,working,2,0.0,2
45,9,blocked,1,0.0,2
45,13,blocked,1,0.0,2
45,14,blocked,1,0.0,2
45,3,working,2,0.0,3
45,6,working,2,0.0,3
46,0,working,2,0.0,0
46,7,working,2,0.0,0
46,10,blocked,1,0.0,0
46,11,blocked,1,0.0,0
46,1,working,2,0.0,1
46,4,working,2,0.0,1
46,5,blocked,1,0.0,1
46,12,blocked,1,0.0,1
46,2,working,2,0.0,2
46,8,working,2,0.0,2
46,9,blocked,1,0.0,2
46,13,blocked,1,0.0,2
46,14,blocked,1,0.0,2
46,3,working,2,0.0,3
46,6,working,2,0.0,3
47,0,working,2,0.0,0
47,7,working,2,0.0,0
47,10,blocked,1,0.0,0
47,11,blocked,1,0.0,0
47,1,working,2,0.0,1
47,4,working,2,0.0,1
47,5,blocked,1,0.0,1
47,12,blocked,1,0.0,1
47,2,working,2,0.0,2
47,8,working,2,0.0,2
47,9,working,2,0.0,2
47,13,working,2,0.0,2
47,14,blocked,1,0.0,2
47,3,working,2,0.0,3
47,6,working,2,0.0,3
48,0,working,2,0.0,0
48,7,working,2,0.0,0
48,10,blocked,1,0.0,0
48,11,blocked,1,0.0,0
48,1,working,2,0.0,1
48,4,working,2,0.0,1
48,5,blocked,1,0.0,1
48,12,blocked,1,0.0,1
48,2,working,2,0.0,2
48,8,working,2,0.0,2
48,9,blocked,1,0.0,2
48,13,blocked,1,0.0,2
48,14,blocked,1,0.0,2
48,3,working,2,0.0,3
48,6,working,2,0.0,3
49,0,working,2,0.0,0
49,7,working,2,0.0,0
49,10,blocked,1,0.0,0
49,11,blocked,1,0.0,0
49,1,working,2,0.0,1
49,4,working,2,0.0,1
49,5,blocked,1,0.0,1
49,12,blocked,1,0.0,1
49,2,working,2,0.0,2
49,8,working,2,0.0,2
49,9,blocked,1,0.0,2
49,13,blocked,1,0.0,2
49,14,blocked,1,0.0,2
49,3,working,2,0.0,3
49,6,working,2,0.0,3
50,0,working,2,0.0,0
50,7,working,2,0.0,0
50,10,blocked,1,0.0,0
50,11,blocked,1,0.0,0
50,1,working,2,0.0,1
50,4,working,2,0.0,1
50,5,blocked,1,0.0,1
50,12,blocked,1,0.0,1
50,2,working,2,0.0,2
50,8,working,2,0.0,2
50,9,working,2,0.0,2
50,13,blocked,1,0.0,2
50,14,blocked,1,0.0,2
50,3,working,2,0.0,3
50,6,working,2,0.0,3
51,0,working,2,0.0,0
51,7,working,2,0.0,0
51,10,blocked,1,0.0,0
51,11,blocked,1,0.0,0
51,1,working,2,0.0,1
51,4,working,2,0.0,1
51,5,blocked,1,0.0,1
51,12,blocked,1,0.0,1
51,2,blocked,1,0.0,2
51,8,blocked,1,0.0,2
51,9,blocked,1,0.0,2
51,13,blocked,1,0.0,2
51,14,blocked,1,0.0,2
51,3,working,2,0.0,3
51,6,working,2,0.0,3
52,0,working,2,0.0,0
52,7,working,2,0.0,0
52,10,blocked,1,0.0,0
52,11,blocked,1,0.0,0
52,1,blocked,1,0.0,1
52,4,blocked,1,0.0,1
52,5,blocked,1,0.0,1
52,12,blocked,1,0.0,1
52,2,working,2,0.0,2
52,8,working,2,0.0,2
52,9,blocked,1,0.0,2
52,13,blocked,1,0.0,2
52,14,blocked,1,0.0,2
52,3,working,2,0.0,3
52,6,working,2,0.0,3
53,0,blocked,1,0.0,0
